paper_id	affiliation_string	labels	labels_name	institution1	institution2	dataset
W2914459043	First Department of Medicine, Faculty of Medicine University Medical Centre Mannheim (UMM), University of Heidelberg Mannheim Germany	[4210156450, 223822909]	['4210156450 - University Medical Centre Mannheim']	Heidelberg University	4210156450	cwts_multi_inst_related
W2015708350	Department of Prosthetic Dentistry; Regensburg University Medical Centre; Regensburg Germany	[60668342, 3129555431]	['60668342 - University of Regensburg', '3129555431 - University Hospital Regensburg']	60668342	3129555431	cwts_multi_inst_related
W2295184397	Department of Medicine 1, University Clinics Erlangen, University of Erlangen-Nuremberg, Erlangen, Germany	[4210088053, 181369854]	['4210088053 - Universitätsklinikum Erlangen', '181369854 - University of Erlangen-Nuremberg']	181369854	4210088053	cwts_multi_inst_related
W2791294735	Institute of Neuropathology, University Hospital Erlangen, Friedrich-Alexander University Erlangen-Nürnberg, Erlangen, Germany.	[4210088053, 181369854]	['4210088053 - Universitätsklinikum Erlangen', '181369854 - University of Erlangen-Nuremberg']	181369854	4210088053	cwts_multi_inst_related
W3214064406	Department of Urology and Pediatric Urology, Universitätsklinikum Erlangen, Friedrich-Alexander-Universität Erlangen-Nürnberg, 91054 Erlangen, Germany.	[4210088053, 181369854]	['4210088053 - Universitätsklinikum Erlangen', '181369854 - University of Erlangen-Nuremberg']	181369854	4210088053	cwts_multi_inst_related
W2809731406	Department of Gynecology and Obstetrics, University Hospital Erlangen, Comprehensive Cancer Center Erlangen-EMN, Friedrich-Alexander University Erlangen-EMN, Erlangen, Germany.	[4210149747, 4210088053, 181369854]	['4210149747 - Comprehensive Cancer Center Erlangen', '4210088053 - Universitätsklinikum Erlangen', '181369854 - University of Erlangen-Nuremberg']	181369854	4210088053	cwts_multi_inst_related
W2967255981	Friedrich Alexander University Erlangen-Nürnberg (FAU), Department of Internal Medicine 3 - Rheumatology and Immunology, Universitätsklinikum Erlangen, 90154 Erlangen, Germany.	[4210088053, 181369854]	['4210088053 - Universitätsklinikum Erlangen', '181369854 - University of Erlangen-Nuremberg']	181369854	4210088053	cwts_multi_inst_related
W3096895299	Department of Medicine 1, University Hospital Erlangen, Friedrich-Alexander-University Erlangen-Nürnberg, Erlangen, Germany	[4210088053, 181369854]	['4210088053 - Universitätsklinikum Erlangen', '181369854 - University of Erlangen-Nuremberg']	181369854	4210088053	cwts_multi_inst_related
W1971107975	Department of Neuropathology, Johannes Gutenberg University, Medical Center, Langenbeckstrasse 1, 55101 Mainz, Germany	[4210094062, 197323543]	['4210094062 - University Medical Center of the Johannes Gutenberg University Mainz', '197323543 - Johannes Gutenberg University of Mainz']	Johannes Gutenberg University of Mainz	4210094062	cwts_multi_inst_related
W2509732424	Department of Internal Medicine II; University of Tübingen; Tübingen; Germany	[8087733, 4210094118]	['8087733 - University of Tübingen', '4210094118 - Universitätsklinikum Tübingen']	8087733	4210094118	cwts_multi_inst_related
W2921167896	Medical University Hospital Tübingen, Dept. of Psychosomatic Medicine and Psychotherapy, University of Tübingen, Tübingen, Germany.	[8087733, 4210094118]	['8087733 - University of Tübingen', '4210094118 - Universitätsklinikum Tübingen']	8087733	4210094118	cwts_multi_inst_related
W1491539174	Department of Internal Medicine, Division of Endocrinology, Diabetology, Angiology, Nephrology, and Clinical Chemistry, Eberhard Karls University, Tübingen, Germany	[8087733, 4210094118]	['8087733 - University of Tübingen', '4210094118 - Universitätsklinikum Tübingen']	8087733	4210094118	cwts_multi_inst_related
W3164681628	Department of Medical Oncology, University Hospital Essen, West German Cancer Center and Ruhrlandklinik, University Duisburg-Essen, Germany.	[62318514, 4210119759, 4210089079]	['62318514 - University of Duisburg-Essen', '4210119759 - Essen University Hospital', '4210089079 - Ruhrlandklinik']	62318514	4210119759	cwts_multi_inst_related
W2750038590	Institute of Pathology, University Hospital of Essen, University of Duisburg-Essen, Hufelandstraße 55, 45147 Essen, Germany.	[62318514, 4210119759]	['62318514 - University of Duisburg-Essen', '4210119759 - Essen University Hospital']	62318514	4210119759	cwts_multi_inst_related
W3037444348	Department of Neuropediatrics, Developmental Neurology and Social Pediatrics, Centre for Neuromuscular Disorders in Children, University Hospital Essen University of Duisburg-Essen Essen Germany	[62318514, 4210119759]	['62318514 - University of Duisburg-Essen', '4210119759 - Essen University Hospital']	62318514	4210119759	cwts_multi_inst_related
W2530398054	Institute of Virology, University of Duisburg-Essen, University Hospital Essen, Essen, Germany.	[62318514, 4210119759]	['62318514 - University of Duisburg-Essen', '4210119759 - Essen University Hospital']	62318514	4210119759	cwts_multi_inst_related
W2792961879	Department of Medical Oncology, West German Cancer Centre, University Hospital Essen, University of Duisburg-Essen, Essen, Germany.	[62318514, 4210119759]	['62318514 - University of Duisburg-Essen', '4210119759 - Essen University Hospital']	62318514	4210119759	cwts_multi_inst_related
W1536293424	Institute of Medical Microbiology, University Hospital Essen, University of Duisburg-Essen Essen, Germany.	[62318514, 4210119759]	['62318514 - University of Duisburg-Essen', '4210119759 - Essen University Hospital']	62318514	4210119759	cwts_multi_inst_related
W2768664625	Department of Orthopaedics and Trauma surgery, University Hospital of Essen, University of Duisburg-Essen, Essen, Germany	[62318514, 4210119759]	['62318514 - University of Duisburg-Essen', '4210119759 - Essen University Hospital']	62318514	4210119759	cwts_multi_inst_related
W3200856657	Medical Center and Faculty of Medicine, Institute for Experimental Cardiovascular Medicine, University Heart Center Freiburg Bad Krozingen, University of Freiburg, Freiburg, Germany.	[161046081, 4210133302]	['161046081 - University of Freiburg', '4210133302 - Universitäts-Herzzentrum Freiburg-Bad Krozingen']	161046081	4210133302	cwts_multi_inst_related
W3087919731	University Heart Center Freiburg Department of Cardiology and Angiology I Faculty of Medicine University of Freiburg Freiburg Germany	[161046081, 4210133302]	['161046081 - University of Freiburg', '4210133302 - Universitäts-Herzzentrum Freiburg-Bad Krozingen']	161046081	4210133302	cwts_multi_inst_related
W4294817588	Department of Cardiothoracic Surgery (M.D., G.F., T.D.), Jena University Hospital–Friedrich Schiller University of Jena, Germany.	[4210134900, 76198965]	['4210134900 - Jena University Hospital', '76198965 - Friedrich Schiller University Jena']	76198965	4210134900	cwts_multi_inst_related
W1783715600	Centre of Electron Microscopy, University Hospital Jena, Friedrich Schiller University Jena Jena, Germany.	[4210134900, 76198965]	['4210134900 - Jena University Hospital', '76198965 - Friedrich Schiller University Jena']	76198965	4210134900	cwts_multi_inst_related
W3087041218	Mid-German Heart Center, Department of Internal Medicine III, Division of Cardiology, Angiology and Intensive Medical Care University Hospital Halle, Martin-Luther-University Halle-Wittenberg Halle Germany	[68956291, 4210152429]	['68956291 - Martin Luther University Halle-Wittenberg', '4210152429 - University Hospital in Halle']	68956291	4210152429	cwts_multi_inst_related
W1995401177	Institute of Human Genetics, University Hospital Cologne, University of Cologne, 50931 Cologne, Germany	[180923762, 4210153755]	['180923762 - University of Cologne', '4210153755 - University Hospital Cologne']	180923762	4210153755	cwts_multi_inst_related
W2905220237	1st Medical Department, University Medical Centre Mannheim, Medical Faculty Mannheim, University of Heidelberg, Germany	[4210156450, 223822909]	['4210156450 - University Medical Centre Mannheim']	Heidelberg University	4210156450	cwts_multi_inst_related
W2132737036	Medical Clinic, University Medical Center Mannheim, University of Heidelberg, Heidelberg, Germany.	[4210156450, 223822909]	['4210156450 - University Medical Centre Mannheim']	Heidelberg University	4210156450	cwts_multi_inst_related
W4297348391	Department of Neurosurgery, University Hospital Carl Gustav Carus, Technische Universität Dresden, Fetscherstr. 74, 01307 Dresden, Germany	[4210162051, 78650965]	['4210162051 - University Hospital Carl Gustav Carus', '78650965 - TU Dresden']	78650965	4210162051	cwts_multi_inst_related
W4210649067	Department of Neuroradiology, University Hospital of Dresden, Carl Gustav Carus University Dresden, Dresden, Germany	[4210162051, 78650965]	['4210162051 - University Hospital Carl Gustav Carus', '78650965 - TU Dresden']	78650965	4210162051	cwts_multi_inst_related
W3196137833	Mech-Sense, Department of Gastroenterology and Hepatology, Aalborg University Hospital and Clinical Institute, Aalborg University, Aalborg, Denmark	[891191580, 2799976261, 4210112798]	['891191580 - Aalborg University', '2799976261 - Aalborg University Hospital', '4210112798 - Mech-Sense']	891191580	2799976261	cwts_multi_inst_related
W3009044390	Department of Clinical Immunology, Odense University Hospital, University of Southern Denmark, Odense, Denmark;	[177969490, 2801498763]	['177969490 - University of Southern Denmark', '2801498763 - Odense University Hospital']	177969490	2801498763	cwts_multi_inst_related
W1834834643	a Department of Gynaecology and Obstetrics, Faculty of Health and Medical Sciences , Herlev University Hospital, Copenhagen University , Herlev , Denmark .	[124055696, 2801827564]	['124055696 - University of Copenhagen', '2801827564 - Herlev Hospital']	124055696	2801827564	cwts_multi_inst_related
W2891496794	Department of Pathology, Herlev Hospital, University of Copenhagen, Herlev, DK-2730, Denmark.	[124055696, 2801827564]	['124055696 - University of Copenhagen', '2801827564 - Herlev Hospital']	124055696	2801827564	cwts_multi_inst_related
W2042974083	Department of Clinical Physiology 239, Faculty of Health Sciences, University of Copenhagen, Hvidovre Hospital, Copenhagen, Denmark	[124055696, 2801942218]	['124055696 - University of Copenhagen', '2801942218 - Hvidovre Hospital']	124055696	2801942218	cwts_multi_inst_related
W2605563257	The Parker Inst., Copenhagen Univ. Hosp., Bispebjerg and Frederiksberg Hosp., Copenhagen F, Denmark	[2802567020, 2801150652]	['2802567020 - Copenhagen University Hospital', '2801150652 - Frederiksberg Hospital']	2801150652	2802567020	cwts_multi_inst_related
W2100022271	Center for Diabetes Research Gentofte Hospital University of Copenhagen Hellerup Denmark	[124055696, 2802582725]	['124055696 - University of Copenhagen', '2802582725 - Gentofte Hospital']	124055696	2802582725	cwts_multi_inst_related
W3166962994	The Neurogenetics Clinic, Danish Dementia Research Centre, Rigshospitalet, University of Copenhagen, Copenhagen, Denmark.	[124055696, 2802709434]	['124055696 - University of Copenhagen', '2802709434 - Rigshospitalet']	124055696	2802709434	cwts_multi_inst_related
W2069691262	The Granulocyte Research Laboratory; Department of Hematology; National University Hospital; University of Copenhagen; Copenhagen; Denmark	[124055696, 2802709434]	['124055696 - University of Copenhagen', '2802709434 - Rigshospitalet', '2802567020 - Copenhagen University Hospital']	124055696	2802709434	cwts_multi_inst_related
W2049795378	Department of Intensive Care, Rigshospitalet; University of Copenhagen; Copenhagen Denmark	[124055696, 2802709434]	['124055696 - University of Copenhagen', '2802709434 - Rigshospitalet']	124055696	2802709434	cwts_multi_inst_related
W2590620977	Department of Surgical Gastroenterology and Transplantation, Rigshospitalet Copenhagen University Hospital Copenhagen Denmark	[2802709434, 2802567020]	['2802709434 - Rigshospitalet', '2802567020 - Copenhagen University Hospital']	2802567020	2802709434	cwts_multi_inst_related
W2054257807	Muscle Research Center, University Hospital Rigshospitalet, Copenhagen, Denmark	[2802709434, 2802567020]	['2802709434 - Rigshospitalet', '2802567020 - Copenhagen University Hospital']	2802567020	2802709434	cwts_multi_inst_related
W2929375973	Department of Paediatrics, Copenhagen University Hospital Rigshospitalet, Copenhagen, Denmark	[2802709434, 2802567020]	['2802709434 - Rigshospitalet', '2802567020 - Copenhagen University Hospital']	2802567020	2802709434	cwts_multi_inst_related
